Suburb,Rooms,Type,Price,Date,Distance,Postcode,Bedroom2,Bathroom,Car,BuildingArea,CouncilArea,Lattitude,Longtitude,Propertycount,Age,metropolitan,victoria,Missing_Price
Caulfield North,2,u,742500,2017-04-29,8.1,3161,2,2,1.0,85.0,Glen Eira,-37.8607,145.0116,6923,14.0,1,0,0
Caulfield South,2,h,997000,2017-04-29,9.3,3162,2,1,2.0,126.0,Glen Eira,-37.8895,145.0229,5051,65.0,1,0,0
Yarraville,3,h,1425000,2017-04-29,7.0,3013,3,3,2.0,220.0,Maribyrnong,-37.8149,144.8942,6543,18.0,1,0,0
Carnegie,3,u,577000,2017-04-29,11.4,3163,3,1,1.0,84.0,Glen Eira,-37.8866,145.0561,7822,60.0,1,0,0
Albert Park,2,h,1190000,2017-04-29,3.3,3206,2,1,0.0,70.0,Port Phillip,-37.8445,144.9489,3280,110.0,1,0,0
West Melbourne,1,u,295000,2017-04-29,1.9,3003,1,1,1.0,126.0,Melbourne,-37.8084,144.9473,2230,12.0,1,0,0
Caulfield South,2,u,490000,2017-04-29,9.3,3162,2,1,1.0,61.0,Glen Eira,-37.8906,145.0259,5051,65.0,1,0,0
Reservoir,3,h,595000,2017-05-06,11.2,3073,3,1,1.0,116.0,Darebin,-37.7152,144.9817,21650,55.0,1,0,0
Burwood,2,u,580000,2017-05-06,11.7,3125,2,1,1.0,126.0,Whitehorse,-37.8528,145.1318,5678,55.0,1,0,0
Essendon,3,h,1070000,2017-05-06,8.0,3040,3,1,2.0,126.0,Moonee Valley,-37.7445,144.9054,9264,55.0,1,0,0
Essendon,3,h,1700000,2017-05-06,8.0,3040,3,2,1.0,126.0,Moonee Valley,-37.7573,144.9221,9264,55.0,1,0,0
Essendon,2,u,440000,2017-05-06,8.0,3040,2,1,1.0,126.0,Moonee Valley,-37.749,144.9067,9264,55.0,1,0,0
Essendon,2,h,745000,2017-05-06,8.0,3040,2,1,1.0,126.0,Moonee Valley,-37.7459,144.8962,9264,55.0,1,0,0
Collingwood,2,u,535000,2017-05-06,1.6,3066,2,1,1.0,63.0,Yarra,-37.7981,144.9883,4553,55.0,1,0,0
Burwood,6,h,1591000,2017-05-06,11.7,3125,6,2,2.0,209.0,Whitehorse,-37.8493,145.1283,5678,75.0,1,0,0
Reservoir,2,h,852000,2017-05-06,11.2,3073,2,1,2.0,126.0,Darebin,-37.712,145.0205,21650,55.0,1,0,0
Cremorne,3,h,1350000,2017-05-06,2.5,3121,3,1,1.0,147.0,Yarra,-37.8298,144.9923,1123,125.0,1,0,0
Reservoir,3,h,1010000,2017-05-06,11.2,3073,3,1,2.0,126.0,Darebin,-37.7258,145.0113,21650,55.0,1,0,0
Brunswick West,2,h,825000,2017-05-06,5.9,3055,2,1,0.0,77.0,Moreland,-37.7622,144.9406,7082,75.0,1,0,0
Niddrie,3,h,1312000,2017-05-06,11.2,3042,3,1,1.0,126.0,Moonee Valley,-37.7375,144.8885,2291,44.5,1,0,0
Brunswick West,3,t,670000,2017-05-06,5.9,3055,3,1,2.0,126.0,Moreland,-37.7597,144.9404,7082,25.0,1,0,0
Brunswick West,2,u,407500,2017-05-06,5.9,3055,2,1,1.0,67.0,Moreland,-37.7686,144.9421,7082,55.0,1,0,0
Reservoir,4,h,741000,2017-05-06,11.2,3073,4,1,2.0,126.0,Darebin,-37.7148,145.019,21650,55.0,1,0,0
Niddrie,3,h,960000,2017-05-06,11.2,3042,3,1,2.0,126.0,Moonee Valley,-37.7421,144.8851,2291,44.5,1,0,0
Bentleigh East,4,h,1515000,2017-05-06,13.9,3165,4,3,2.0,200.0,Glen Eira,-37.9107,145.0745,10969,75.0,1,0,0
Reservoir,3,h,725000,2017-05-06,11.2,3073,3,1,1.0,126.0,Darebin,-37.7039,145.0226,21650,55.0,1,0,0
Niddrie,3,h,935000,2017-05-06,11.2,3042,3,1,2.0,126.0,Moonee Valley,-37.7356,144.8859,2291,44.5,1,0,0
Camberwell,3,h,1930000,2017-05-06,7.8,3124,3,1,2.0,116.0,Boroondara,-37.8405,145.0924,8920,105.0,1,0,0
Camberwell,3,h,2570000,2017-05-06,7.8,3124,3,2,1.0,126.0,Boroondara,-37.8446,145.0735,8920,65.0,1,0,0
Burwood,2,u,605000,2017-05-06,11.7,3125,2,1,1.0,126.0,Whitehorse,-37.8495,145.0999,5678,60.0,1,0,0
St Kilda,1,u,346000,2017-05-06,6.1,3182,1,1,1.0,126.0,Port Phillip,-37.8585,144.983,13240,55.0,1,0,0
Brunswick West,3,h,645000,2017-05-06,5.9,3055,3,3,1.0,109.0,Moreland,-37.7559,144.9378,7082,17.0,1,0,0
Reservoir,3,u,615000,2017-05-06,11.2,3073,3,1,2.0,126.0,Darebin,-37.7018,145.0134,21650,55.0,1,0,0
Reservoir,2,u,406000,2017-05-06,11.2,3073,2,1,1.0,126.0,Darebin,-37.7093,145.0083,21650,55.0,1,0,0
Bulleen,2,t,599900,2017-05-06,11.8,3105,2,1,2.0,76.0,Manningham,-37.7787,145.0918,4480,55.0,1,0,0
Northcote,2,u,680000,2017-05-06,5.5,3070,2,2,1.0,70.0,Darebin,-37.7679,144.9994,11364,16.0,1,0,0
Coburg,2,h,930000,2017-05-06,7.8,3058,2,1,0.0,106.2,Moreland,-37.7424,144.9576,11204,105.0,1,0,0
Coburg,2,u,495000,2017-05-06,7.8,3058,2,1,0.0,69.0,Moreland,-37.7506,144.9694,11204,65.0,1,0,0
Albert Park,3,h,1700000,2017-05-06,3.3,3206,3,1,1.0,116.0,Port Phillip,-37.8473,144.9495,3280,115.0,1,0,0
Richmond,1,u,500000,2017-05-06,2.6,3121,1,1,1.0,126.0,Yarra,-37.817,144.9955,14949,55.0,1,0,0
Ormond,3,h,1300000,2017-05-06,11.8,3204,3,2,2.0,126.0,Glen Eira,-37.9067,145.053,3578,98.0,1,0,0
Caulfield,2,u,535000,2017-05-06,8.9,3162,2,1,1.0,126.0,Glen Eira,-37.8883,145.0342,2379,65.0,1,0,0
Bulleen,4,t,910000,2017-05-06,11.8,3105,4,2,2.0,133.0,Manningham,-37.7664,145.0884,4480,25.0,1,0,0
Richmond,3,h,1214000,2017-05-06,2.6,3121,3,1,0.0,106.0,Yarra,-37.8162,145.006,14949,125.0,1,0,0
Port Melbourne,3,h,1400000,2017-05-06,3.8,3207,3,3,0.0,105.0,Port Phillip,-37.8368,144.9463,8648,115.0,1,0,0
Parkville,3,u,835000,2017-05-06,2.6,3052,3,1,1.0,126.0,Melbourne,-37.7867,144.9572,2309,47.0,1,0,0
Pascoe Vale,3,h,755000,2017-05-06,9.9,3044,3,2,2.0,110.0,Moreland,-37.7215,144.9251,7485,75.0,1,0,0
Pascoe Vale,2,h,750000,2017-05-06,9.9,3044,2,1,2.0,126.0,Moreland,-37.7189,144.9508,7485,55.0,1,0,0
Alphington,1,u,320000,2017-05-06,6.4,3078,1,1,1.0,126.0,Darebin,-37.7793,145.0327,2211,60.0,1,0,0
Bulleen,4,h,1540000,2017-05-06,11.8,3105,4,2,2.0,126.0,Manningham,-37.7766,145.1,4480,55.0,1,0,0
Bulleen,3,u,860000,2017-05-06,11.8,3105,3,1,1.0,110.0,Manningham,-37.7769,145.088,4480,26.0,1,0,0
Carnegie,2,u,635000,2017-05-06,11.4,3163,2,1,1.0,73.0,Glen Eira,-37.8981,145.0619,7822,45.0,1,0,0
Northcote,2,h,1343000,2017-05-06,5.5,3070,2,1,1.0,126.0,Darebin,-37.777,144.99200000000005,11364,105.0,1,0,0
Carnegie,4,t,1201000,2017-05-06,11.4,3163,4,2,2.0,126.0,Glen Eira,-37.8898,145.0632,7822,25.0,1,0,0
South Melbourne,3,h,2050000,2017-05-06,2.1,3205,3,2,1.0,126.0,Port Phillip,-37.8373,144.9527,5943,125.0,1,0,0
Aberfeldie,4,h,1330000,2017-05-06,9.1,3040,4,2,2.0,126.0,Moonee Valley,-37.7574,144.8959,1543,45.0,1,0,0
Preston,3,h,1190000,2017-05-06,8.8,3072,3,2,2.0,118.0,Darebin,-37.736,145.0033,14577,90.0,1,0,0
South Yarra,2,u,800000,2017-05-06,3.3,3141,2,2,2.0,126.0,Stonnington,-37.8361,144.9966,14887,25.0,1,0,0
Clifton Hill,4,h,1825000,2017-05-06,3.4,3068,4,1,2.0,126.0,Yarra,-37.7888,144.9929,2954,115.0,1,0,0
South Yarra,3,u,1320000,2017-05-06,3.3,3141,3,2,2.0,15.0,Stonnington,-37.8398,144.9945,14887,55.0,1,0,0
Preston,2,u,413000,2017-05-06,8.8,3072,2,1,1.0,126.0,Darebin,-37.7499,145.0031,14577,16.0,1,0,0
Richmond,2,h,950000,2017-05-06,2.6,3121,2,1,0.0,126.0,Yarra,-37.8191,144.9977,14949,55.0,1,0,0
Oak Park,2,t,600000,2017-05-06,11.5,3046,2,1,1.0,112.0,Moreland,-37.712,144.9175,2651,10.0,1,0,0
Armadale,2,t,1200000,2017-05-06,6.3,3143,2,2,1.0,126.0,Stonnington,-37.8532,145.0259,4836,65.0,1,0,0
Armadale,2,h,1859000,2017-05-06,6.3,3143,2,2,3.0,126.0,Stonnington,-37.8545,145.0219,4836,65.0,1,0,0
Richmond,2,h,1110000,2017-05-06,2.6,3121,2,1,0.0,126.0,Yarra,-37.8172,145.0053,14949,55.0,1,0,0
Richmond,2,t,950000,2017-05-06,2.6,3121,2,1,1.0,118.0,Yarra,-37.8119,144.9947,14949,13.0,1,0,0
Richmond,2,u,1226000,2017-05-06,2.6,3121,2,1,1.0,99.0,Yarra,-37.821,145.0054,14949,29.0,1,0,0
Braybrook,2,h,610000,2017-05-06,10.8,3019,2,1,2.0,74.0,Maribyrnong,-37.7854,144.8463,3589,75.0,1,0,0
Prahran,3,h,1251000,2017-05-06,4.5,3181,3,1,0.0,126.0,Stonnington,-37.851,145.0055,7717,95.0,1,0,0
South Melbourne,3,h,2240000,2017-05-06,2.1,3205,3,2,1.0,168.0,Port Phillip,-37.8395,144.9489,5943,125.0,1,0,0
South Yarra,1,u,537000,2017-05-06,3.3,3141,1,1,1.0,126.0,Stonnington,-37.8361,144.9966,14887,25.0,1,0,0
Newport,4,h,1560000,2017-05-06,8.4,3015,4,2,3.0,235.0,Hobsons Bay,-37.8439,144.8733,5498,85.0,1,0,0
Newport,3,h,2000000,2017-05-06,8.4,3015,3,1,2.0,126.0,Hobsons Bay,-37.836,144.8784,5498,69.0,1,0,0
Ivanhoe East,2,h,2100000,2017-05-06,9.0,3079,2,1,2.0,126.0,Banyule,-37.7752,145.0579,1554,74.0,1,0,0
Glenroy,2,t,420000,2017-05-06,13.0,3046,2,2,1.0,82.0,Moreland,-37.7045,144.9204,8870,16.0,1,0,0
Glenroy,3,h,780000,2017-05-06,13.0,3046,3,1,2.0,101.0,Moreland,-37.702,144.9538,8870,55.0,1,0,0
Glenroy,4,h,793000,2017-05-06,13.0,3046,4,1,2.0,126.0,Moreland,-37.7088,144.9204,8870,58.5,1,0,0
Brunswick,2,u,735000,2017-05-06,5.2,3056,2,1,2.0,77.0,Moreland,-37.7586,144.9653,11918,55.0,1,0,0
Brunswick,3,h,1652000,2017-05-06,5.2,3056,3,1,2.0,196.8,Moreland,-37.7723,144.9694,11918,104.0,1,0,0
Glenroy,3,h,1158000,2017-05-06,13.0,3046,3,1,1.0,126.0,Moreland,-37.7115,144.912,8870,58.5,1,0,0
Bellfield,3,h,1110000,2017-05-06,9.5,3081,3,1,2.0,126.0,Banyule,-37.754,145.0453,790,67.5,1,0,0
Newport,2,h,820000,2017-05-06,8.4,3015,2,1,1.0,126.0,Hobsons Bay,-37.8425,144.8766,5498,69.0,1,0,0
Bentleigh,2,h,1402000,2017-05-06,13.0,3204,2,1,4.0,126.0,Glen Eira,-37.9257,145.0469,6795,60.0,1,0,0
Glenroy,3,h,895000,2017-05-06,13.0,3046,3,1,2.0,148.0,Moreland,-37.7097,144.9256,8870,70.0,1,0,0
Kew,5,h,3800000,2017-05-06,5.6,3101,5,5,3.0,424.0,Boroondara,-37.8064,145.0451,10331,55.0,1,0,0
Bentleigh,3,h,1500000,2017-05-06,13.0,3204,3,1,2.0,126.0,Glen Eira,-37.9318,145.0448,6795,60.0,1,0,0
Thornbury,3,h,1750000,2017-05-06,6.5,3071,3,1,3.0,126.0,Darebin,-37.7598,145.0118,8870,65.0,1,0,0
Templestowe Lower,3,h,1503500,2017-05-06,13.8,3107,3,1,1.0,126.0,Manningham,-37.7628,145.1185,5420,55.0,1,0,0
Templestowe Lower,3,t,940000,2017-05-06,13.8,3107,3,2,3.0,126.0,Manningham,-37.7586,145.1211,5420,14.0,1,0,0
Glen Iris,3,h,1452000,2017-05-06,9.2,3146,3,2,2.0,184.0,Stonnington,-37.854,145.0542,10412,28.0,1,0,0
Surrey Hills,2,u,682000,2017-05-06,11.2,3127,2,1,2.0,126.0,Whitehorse,-37.8271,145.1032,5457,75.0,1,0,0
Footscray,3,h,1320000,2017-05-06,6.4,3011,3,1,1.0,126.0,Maribyrnong,-37.7951,144.8861,7570,65.0,1,0,0
Footscray,2,u,392500,2017-05-06,6.4,3011,2,1,1.0,126.0,Maribyrnong,-37.7949,144.9007,7570,65.0,1,0,0
Malvern,1,u,365000,2017-05-06,7.4,3144,1,1,1.0,46.0,Stonnington,-37.8691,145.0345,4675,65.0,1,0,0
Malvern,2,t,1000000,2017-05-06,7.4,3144,2,2,1.0,126.0,Stonnington,-37.8486,145.0321,4675,55.0,1,0,0
Kew,2,u,700000,2017-05-06,5.6,3101,2,1,1.0,126.0,Boroondara,-37.7977,145.0333,10331,65.0,1,0,0
Brunswick,3,h,1210000,2017-05-06,5.2,3056,3,1,0.0,112.0,Moreland,-37.7674,144.966,11918,125.0,1,0,0
Ivanhoe,4,h,1410000,2017-05-06,7.9,3079,4,2,1.0,252.0,Banyule,-37.777,145.0414,5549,80.0,1,0,0
Ivanhoe,3,h,990000,2017-05-06,7.9,3079,3,2,2.0,126.0,Banyule,-37.7573,145.0496,5549,85.0,1,0,0
Williamstown,4,h,2165000,2017-05-06,8.0,3016,4,2,2.0,190.0,Hobsons Bay,-37.861,144.8985,6380,115.0,1,0,0
Williamstown,3,h,1245000,2017-05-06,8.0,3016,3,2,2.0,117.0,Hobsons Bay,-37.8575,144.8922,6380,45.0,1,0,0
Williamstown,4,h,2075000,2017-05-06,8.0,3016,4,3,2.0,229.0,Hobsons Bay,-37.8622,144.8884,6380,16.0,1,0,0
West Footscray,2,h,502000,2017-05-06,8.2,3012,2,1,1.0,79.0,Maribyrnong,-37.8109,144.8684,5058,14.0,1,0,0
West Footscray,2,h,470000,2017-05-06,8.2,3012,2,1,1.0,77.0,Maribyrnong,-37.8088,144.8715,5058,50.0,1,0,0
West Footscray,4,h,1435000,2017-05-06,8.2,3012,4,2,2.0,244.0,Maribyrnong,-37.798,144.8728,5058,110.0,1,0,0
Heidelberg,4,h,1450000,2017-05-06,10.6,3084,4,3,2.0,126.0,Banyule,-37.7511,145.0772,2890,58.0,1,0,0
Hawthorn,1,u,440000,2017-05-06,4.6,3122,1,1,1.0,51.0,Boroondara,-37.8194,145.0397,11308,65.0,1,0,0
Hawthorn,3,h,1700000,2017-05-06,4.6,3122,3,1,2.0,132.0,Boroondara,-37.8139,145.0243,11308,115.0,1,0,0
Heidelberg Heights,2,h,910000,2017-05-06,10.5,3081,2,1,2.0,126.0,Banyule,-37.7442,145.0528,2947,65.0,1,0,0
Heidelberg Heights,2,h,665000,2017-05-06,10.5,3081,2,1,1.0,84.0,Banyule,-37.7428,145.0511,2947,33.0,1,0,0
Box Hill,2,u,780000,2017-05-06,13.1,3128,2,1,1.0,80.0,Whitehorse,-37.8158,145.1384,4605,11.0,1,0,0
Yarraville,3,h,935000,2017-05-06,7.0,3013,3,1,0.0,126.0,Maribyrnong,-37.8143,144.8883,6543,75.0,1,0,0
Heidelberg West,3,h,880000,2017-05-06,9.4,3081,3,1,2.0,126.0,Banyule,-37.7382,145.0451,2674,65.0,1,0,0
Heidelberg West,3,h,687000,2017-05-06,9.4,3081,3,1,2.0,126.0,Banyule,-37.7364,145.0379,2674,65.0,1,0,0
Yarraville,3,h,990000,2017-05-06,7.0,3013,3,1,2.0,119.0,Maribyrnong,-37.8227,144.8827,6543,85.0,1,0,0
Yarraville,2,h,950000,2017-05-06,7.0,3013,2,1,0.0,126.0,Maribyrnong,-37.8167,144.888,6543,75.0,1,0,0
Watsonia,5,h,826000,2017-05-06,14.9,3087,5,1,2.0,132.0,Banyule,-37.705,145.0825,2329,55.0,1,0,0
Watsonia,3,h,880000,2017-05-06,14.9,3087,3,1,4.0,126.0,Banyule,-37.713,145.0894,2329,55.0,1,0,0
Hampton,3,h,2513000,2017-05-06,13.7,3188,3,2,1.0,126.0,Bayside,-37.9346,145.0049,5454,95.0,1,0,0
Hampton,3,h,1615000,2017-05-06,13.7,3188,3,1,2.0,126.0,Bayside,-37.9462,145.0193,5454,55.0,1,0,0
Viewbank,3,h,810000,2017-05-06,13.8,3084,3,1,1.0,126.0,Banyule,-37.743,145.0839,2698,50.0,1,0,0
Avondale Heights,3,u,765000,2017-05-06,10.5,3034,3,2,1.0,150.0,Moonee Valley,-37.7593,144.8561,4502,17.0,1,0,0
Malvern,1,u,456000,2017-05-06,7.4,3144,1,1,1.0,126.0,Stonnington,-37.8515,145.0372,4675,55.0,1,0,0
Malvern East,3,h,2250000,2017-05-06,11.2,3145,3,1,2.0,170.0,Stonnington,-37.883,145.0791,8801,75.0,1,0,0
Glenroy,3,h,683000,2017-05-06,13.0,3046,3,1,2.0,126.0,Moreland,-37.6969,144.9425,8870,58.5,1,0,0
Sunshine,3,h,950000,2017-05-06,12.6,3020,3,1,1.0,126.0,Brimbank,-37.7918,144.8419,3755,70.0,1,0,0
Fairfield,2,u,676000,2017-05-06,5.8,3078,2,1,1.0,87.0,Yarra,-37.7847,145.0109,2970,23.0,1,0,0
Fitzroy North,1,u,330000,2017-05-06,3.5,3068,1,1,1.0,32.0,Yarra,-37.777,144.9836,6244,55.0,1,0,0
Fitzroy North,2,h,1200000,2017-05-06,3.5,3068,2,1,0.0,126.0,Yarra,-37.7925,144.9797,6244,125.0,1,0,0
Mont Albert,4,h,1865000,2017-05-06,11.8,3127,4,2,2.0,126.0,Whitehorse,-37.8149,145.11,2079,75.0,1,0,0
Fawkner,3,h,700000,2017-05-06,12.4,3060,3,1,2.0,126.0,Moreland,-37.7023,144.9773,5070,65.0,1,0,0
Flemington,2,h,1100000,2017-05-06,4.4,3031,2,1,1.0,126.0,Moonee Valley,-37.7837,144.9338,3593,95.0,1,0,0
Flemington,3,h,1250000,2017-05-06,4.4,3031,3,2,2.0,140.0,Moonee Valley,-37.7824,144.9243,3593,23.0,1,0,0
Sunshine North,3,h,600000,2017-05-06,13.3,3020,3,1,2.0,126.0,Brimbank,-37.7549,144.8304,4217,65.0,1,0,0
Ascot Vale,5,h,2100000,2017-05-06,5.9,3032,5,3,3.0,274.0,Moonee Valley,-37.7822,144.9065,6567,100.0,1,0,0
Moonee Ponds,1,u,296000,2017-05-06,6.9,3039,1,1,1.0,126.0,Moonee Valley,-37.7605,144.9071,6232,95.0,1,0,0
Newport,4,h,1230000,2017-05-06,8.4,3015,4,2,1.0,146.0,Hobsons Bay,-37.8433,144.8774,5498,100.0,1,0,0
Melbourne,1,u,432000,2017-05-06,2.8,3000,1,1,1.0,126.0,Melbourne,-37.8116,144.9603,17496,24.0,1,0,0
Sunshine,4,h,726000,2017-05-06,12.6,3020,4,2,0.0,95.0,Brimbank,-37.7866,144.8458,3755,75.0,1,0,0
Strathmore,4,h,810000,2017-05-06,9.7,3041,4,1,1.0,137.0,Moonee Valley,-37.7199,144.9044,3284,65.0,1,0,0
Murrumbeena,4,h,1656000,2017-05-06,12.1,3163,4,2,2.0,199.0,Glen Eira,-37.8879,145.0768,4442,85.0,1,0,0
Sunshine West,3,h,716000,2017-05-06,13.5,3020,3,1,1.0,120.0,Brimbank,-37.7886,144.821,6763,50.0,1,0,0
Sunshine,3,h,940000,2017-05-06,12.6,3020,3,2,2.0,190.0,Brimbank,-37.7966,144.8256,3755,75.0,1,0,0
Hawthorn East,5,h,3750000,2017-05-06,7.5,3123,5,3,4.0,126.0,Boroondara,-37.8395,145.0534,6482,60.0,1,0,0
Moonee Ponds,4,h,1531000,2017-05-06,6.9,3039,4,2,3.0,126.0,Moonee Valley,-37.7709,144.9338,6232,95.0,1,0,0
Sunshine North,3,h,830000,2017-05-06,13.3,3020,3,1,2.0,126.0,Brimbank,-37.7743,144.8446,4217,65.0,1,0,0
Windsor,2,u,690000,2017-05-13,5.1,3181,2,1,1.0,126.0,Stonnington,-37.8573,144.9978,4380,55.0,1,0,0
Ascot Vale,2,t,565000,2017-05-13,5.9,3032,2,2,1.0,126.0,Moonee Valley,-37.7715,144.9088,6567,105.0,1,0,0
Ascot Vale,6,h,2250000,2017-05-13,5.9,3032,6,3,2.0,435.0,Moonee Valley,-37.7721,144.9184,6567,138.0,1,0,0
Reservoir,2,t,652000,2017-05-13,11.2,3073,2,2,2.0,93.0,Darebin,-37.7071,145.0108,21650,18.0,1,0,0
Reservoir,3,h,605000,2017-05-13,11.2,3073,3,1,2.0,112.0,Darebin,-37.7068,145.0193,21650,75.0,1,0,0
Williamstown North,3,t,720000,2017-05-13,8.9,3016,3,2,2.0,141.0,Hobsons Bay,-37.857,144.8846,802,24.0,1,0,0
Reservoir,2,u,490000,2017-05-13,11.2,3073,2,1,1.0,85.0,Darebin,-37.6955,145.0097,21650,16.0,1,0,0
Williamstown North,4,h,1520000,2017-05-13,8.9,3016,4,2,3.0,126.0,Hobsons Bay,-37.8559,144.8764,802,46.0,1,0,0
Williamstown North,3,h,1575000,2017-05-13,8.9,3016,3,1,1.0,160.0,Hobsons Bay,-37.8565,144.8865,802,75.0,1,0,0
Ascot Vale,4,t,900000,2017-05-13,5.9,3032,4,3,2.0,159.0,Moonee Valley,-37.7831,144.9209,6567,14.0,1,0,0
Strathmore,3,h,900000,2017-05-13,9.7,3041,3,1,2.0,126.0,Moonee Valley,-37.7192,144.9045,3284,55.0,1,0,0
Fitzroy,2,h,1350000,2017-05-13,1.6,3065,2,1,0.0,110.0,Yarra,-37.7999,144.9776,5825,125.0,1,0,0
Fitzroy,3,h,2725000,2017-05-13,1.6,3065,3,2,1.0,126.0,Yarra,-37.8007,144.9833,5825,50.0,1,0,0
East Melbourne,2,u,810000,2017-05-13,1.5,3002,2,1,1.0,126.0,Melbourne,-37.8144,144.9896,3040,45.0,1,0,0
Reservoir,3,h,760000,2017-05-13,11.2,3073,3,2,2.0,126.0,Darebin,-37.7236,144.9876,21650,55.0,1,0,0
Kensington,2,u,525000,2017-05-13,4.2,3031,2,1,1.0,73.0,Melbourne,-37.7912,144.9318,5263,14.0,1,0,0
Reservoir,3,h,801000,2017-05-13,11.2,3073,3,1,1.0,115.0,Darebin,-37.7194,145.0015,21650,75.0,1,0,0
St Kilda,2,h,1301000,2017-05-13,6.1,3182,2,1,1.0,97.0,Port Phillip,-37.8658,144.9774,13240,115.0,1,0,0
West Footscray,3,h,890000,2017-05-13,8.2,3012,3,1,3.0,126.0,Maribyrnong,-37.7916,144.8762,5058,75.0,1,0,0
St Kilda,2,t,1077000,2017-05-13,6.1,3182,2,1,1.0,98.0,Port Phillip,-37.8636,144.9749,13240,135.0,1,0,0
Balwyn North,4,h,2000000,2017-05-13,9.2,3104,4,2,2.0,126.0,Boroondara,-37.7848,145.0788,7809,65.0,1,0,0
Balwyn North,3,u,700000,2017-05-13,9.2,3104,3,1,1.0,120.0,Boroondara,-37.7862,145.0739,7809,75.0,1,0,0
Balwyn North,4,h,1890000,2017-05-13,9.2,3104,4,3,2.0,227.0,Boroondara,-37.789,145.0938,7809,65.0,1,0,0
Balwyn North,4,h,1630000,2017-05-13,9.2,3104,4,2,1.0,126.0,Boroondara,-37.7897,145.0922,7809,65.0,1,0,0
West Melbourne,3,h,1750000,2017-05-13,1.9,3003,3,1,1.0,126.0,Melbourne,-37.8082,144.9451,2230,155.0,1,0,0
Kingsbury,3,u,488000,2017-05-13,12.4,3083,3,1,1.0,150.0,Darebin,-37.7157,145.0386,1414,64.0,1,0,0
Elwood,3,h,1875000,2017-05-13,7.7,3184,3,2,2.0,126.0,Port Phillip,-37.8805,144.9933,8989,65.0,1,0,0
Reservoir,4,h,1150000,2017-05-13,11.2,3073,4,1,2.0,126.0,Darebin,-37.7179,144.9908,21650,55.0,1,0,0
Elwood,1,u,360000,2017-05-13,7.7,3184,1,1,0.0,39.5,Port Phillip,-37.8749,144.9799,8989,66.0,1,0,0
Williamstown,5,h,2040000,2017-05-13,8.0,3016,5,3,2.0,288.0,Hobsons Bay,-37.8629,144.8781,6380,28.0,1,0,0
Elwood,3,u,950000,2017-05-13,7.7,3184,3,1,1.0,126.0,Port Phillip,-37.8794,144.9804,8989,65.0,1,0,0
Williamstown,4,h,1412000,2017-05-13,8.0,3016,4,2,4.0,126.0,Hobsons Bay,-37.8579,144.8786,6380,45.0,1,0,0
Essendon West,3,h,1406000,2017-05-13,9.8,3040,3,1,1.0,126.0,Moonee Valley,-37.7506,144.8891,588,42.5,1,0,0
Williamstown,2,u,465000,2017-05-13,8.0,3016,2,1,1.0,78.0,Hobsons Bay,-37.8589,144.8921,6380,55.0,1,0,0
Balaclava,2,u,450000,2017-05-13,6.6,3183,2,1,1.0,50.0,Port Phillip,-37.8656,144.9919,2952,65.0,1,0,0
Ascot Vale,2,h,1020000,2017-05-13,5.9,3032,2,1,1.0,98.0,Moonee Valley,-37.7761,144.9165,6567,105.0,1,0,0
St Kilda,2,h,1440000,2017-05-13,6.1,3182,2,1,2.0,112.0,Port Phillip,-37.8658,144.9795,13240,135.0,1,0,0
Reservoir,4,h,678500,2017-05-13,11.2,3073,0,1,2.0,126.0,Darebin,-37.6987,145.0203,21650,55.0,1,0,0
Reservoir,2,h,861500,2017-05-13,11.2,3073,2,1,1.0,100.0,Darebin,-37.721,145.016,21650,85.0,1,0,0
Williamstown,2,h,1000000,2017-05-13,8.0,3016,2,1,2.0,126.0,Hobsons Bay,-37.8602,144.8997,6380,45.0,1,0,0
Ascot Vale,3,h,1041000,2017-05-13,5.9,3032,3,2,2.0,126.0,Moonee Valley,-37.7774,144.904,6567,16.0,1,0,0
Toorak,2,u,650000,2017-05-13,4.6,3142,2,1,0.0,126.0,Stonnington,-37.8454,145.0076,7217,55.0,1,0,0
Yarraville,4,h,985500,2017-05-13,7.0,3013,4,1,5.0,139.0,Maribyrnong,-37.8228,144.8769,6543,48.0,1,0,0
Bentleigh East,3,t,767000,2017-05-13,13.9,3165,3,1,2.0,126.0,Glen Eira,-37.9229,145.0538,10969,55.0,1,0,0
Bentleigh East,4,h,1860000,2017-05-13,13.9,3165,4,3,2.0,126.0,Glen Eira,-37.9228,145.0555,10969,55.0,1,0,0
Rosanna,4,h,1150000,2017-05-13,11.4,3084,4,1,2.0,126.0,Banyule,-37.7438,145.0769,3540,65.0,1,0,0
North Melbourne,3,h,2161000,2017-05-13,2.3,3051,3,2,1.0,245.0,Melbourne,-37.7987,144.9434,6821,125.0,1,0,0
Templestowe Lower,3,h,1385000,2017-05-13,13.8,3107,3,1,2.0,126.0,Manningham,-37.769,145.1108,5420,55.0,1,0,0
Moorabbin,2,t,742500,2017-05-13,14.6,3189,2,1,1.0,101.0,Kingston,-37.9369,145.0473,2555,24.0,1,0,0
Alphington,3,t,1285000,2017-05-13,6.4,3078,3,2,2.0,126.0,Yarra,-37.7817,145.0319,2211,58.0,1,0,0
Seddon,2,h,665000,2017-05-13,6.6,3011,2,1,0.0,80.0,Maribyrnong,-37.8026,144.8882,2417,125.0,1,0,0
Seddon,3,h,950000,2017-05-13,6.6,3011,3,1,0.0,126.0,Maribyrnong,-37.8077,144.8883,2417,105.0,1,0,0
